_id,id,name,start_neighborhood,end_neighborhood,built,year_rehab,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
57,150410192,Fritz Street Bridge,,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Fritz_Street_Bridge.jpg,Allentown,3,18,42003170600,4,18,3,4-5,40.42318884,-79.98857975
82,1738076409,Melanchton Street Pedestrian Bridge,Hazelwood,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Melanchton_Street_Pedestrian_Bridge.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.40362984,-79.94388113
83,1651528236,Midwood Avenue Pedestrian Bridge,Brookline,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Midwood_Avenue_Pedestrian_Bridge.jpg,Overbrook,4,32,42003320600,4,32,3,4-25,40.39284283,-79.99755146
88,1291404694,Nine Mile Run Boardwalk,Squirrel Hill South,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Nine_Mile_Run_Boardwalk.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-20,40.4264294,-79.90532291
89,523191305,Nine Mile Run Bridge,Squirrel Hill South,Swisshelm Park,,,https://tools.wprdc.org/images/pittsburgh/bridges/Nine_Mile_Run_Bridge.jpg,Squirrel Hill South,5,14,42003141100,3,14,4,2-19,40.41966129,-79.91268079
140,1178900529,MacFarren St Bridge,Swisshelm Park,Squirrel Hill South,,,,,5,,42003141400,,,,,40.41516123,-79.91564882
106,187158805,Reservoir Drive Bridge,Highland Park,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Reservoir_Drive_Bridge.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48113335,-79.91733727
108,650860947,River Avenue Viaduct,Troy Hill,,,1986,https://tools.wprdc.org/images/pittsburgh/bridges/River_Avenue_Viaduct.jpg,Troy Hill,1,24,42003240600,6,24,1,1-1,40.46370968,-79.97989249
118,1458760894,South 28th Street Railroad Tunnel,Southside Flats,,,,,South Side Flats,3,16,42003160900,4,16,3,4-24,40.42782372,-79.96396427
130,886405226,Troy Hill Road Bridge,Troy Hill,,,,,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45807063,-79.98789723
132,1530553272,Washington's Landing Pedestrian Bridge,Troy Hill,,,,https://tools.wprdc.org/images/pittsburgh/bridges/Washington's_Landing_Pedestrian_Bridge.jpg,,1,,42003240600,,,,1-1,40.46016384,-79.98187658
134,1958627636,West Carson Street Sidewalk,Elliott,,,,https://tools.wprdc.org/images/pittsburgh/bridges/West_Carson_Street_Sidewalk.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44948695,-80.03500106
136,1110273438,West End Circle Bridge,West End,,,,https://tools.wprdc.org/images/pittsburgh/bridges/West_End_Circle_Bridge.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44300795,-80.0307587
