_id,id,name,street,to_street,year_constructed,public_view,inactive,height,length,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
201,1348123324,Josephine St,JOSEPHINE ST,,1940,True,False,8.5,233.0,,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.41843903,-79.96523513
4,819232404,1039-1047 Arlington Ave East,ARLINGTON AVE,,1940,True,False,3.0,121.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1039-1047_Arlington_Ave_East.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.42350707,-79.98886829
202,1188363839,Josephine St 2,JOSEPHINE ST,,1940,True,False,6.0,129.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Josephine_St_2.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42327511,-79.96771141
260,1711348566,Mutual Park,BOWSER WAY,,,True,False,,200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mutual_Park.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45186977,-80.06425469
263,956113630,N Charles St 2,N CHARLES ST,HAZELTON AVE,,True,False,,335.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/N_Charles_St_2.jpg,Perry South,6,26,42003261400,1,26,1,1-23,40.47108601,-80.00788428
264,2064412339,N Dithridge St,N DITHRIDGE ST,BIGELOW BLVD,,True,False,,375.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/N_Dithridge_St.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45205318,-79.95358982
265,1405025073,N. Charles St from Izora St,N CHARLES ST,,1935,True,False,10.0,206.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/N._Charles_St_from_Izora_St.jpg,Perry South,6,26,42003261500,1,26,1,1-12,40.46438923,-80.02065376
267,1613353231,Noblestown Rd 1,NOBLESTOWN RD,,1930,True,False,8.0,314.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Noblestown_Rd_1.jpg,West End,2,20,42003562600,5,20,6,1-17,40.43880794,-80.03515687
46,1867325372,Banksville Ave at Anise St,BANKSVILLE AVE,,1986,True,False,8.0,126.0,,Banksville,2,20,42003202300,5,20,6,4-9,40.40730623,-80.03411237
268,37739198,Noblestown Rd 2,NOBLESTOWN RD,,1996,True,False,8.0,130.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Noblestown_Rd_2.jpg,West End,2,20,42003562600,5,20,6,1-17,40.4398964,-80.03521169
269,73428506,Noblestown Rd 3,NOBLESTOWN RD,,,True,False,,130.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Noblestown_Rd_3.jpg,Westwood,2,20,42003563100,5,20,6,1-17,40.43757393,-80.04234366
216,1817314949,Liberty Ave from 21st St to S 25th St,LIBERTY AVE,S 25TH ST,,True,False,,935.0,,Strip District,7,2,42003020300,6,2,2,2-25,40.452333,-79.98056981
218,1706044958,List St,LIST ST,,,True,False,,50.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/List_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46667016,-79.99737432
221,124049967,Luella St from Gershon St,LUELLA ST,,1937,True,False,9.0,480.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Luella_St_from_Gershon_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46844577,-80.00013816
222,775765800,Luella St from South Side Ave to Shine Way,LUELLA ST,SHINE WAY,1937,True,False,5.0,95.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Luella_St_from_South_Side_Ave_to_Shine_Way.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46977954,-79.99769725
271,869705885,Oakhill St,OAKHILL ST,,,True,False,,60.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Oakhill_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47224063,-80.03397149
272,352596746,Oakley Way 1,OAKLEY WAY,,,True,False,,65.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Oakley_Way_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42129633,-79.96779821
273,1535120310,Oakley Way 2,OAKLEY WAY,,,True,False,,190.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Oakley_Way_2.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42166142,-79.96867114
274,1070784668,Olympia Park 1,HALLOCK ST,,,True,False,,160.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Olympia_Park_1.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43109034,-80.01899752
203,131185491,Josephine St from Northview St,JOSEPHINE ST,,1940,True,False,5.5,264.0,,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42046396,-79.96405697
223,1766460401,Magee Park,GREENFIELD AVE,,1937,True,False,10.0,91.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Magee_Park.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42589444,-79.93828413
224,1123598109,Maple Ave from E Burgess St to  McIntyre Ave,MAPLE AVE,E MC INTYRE AVE,1930,True,False,3.0,400.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Maple_Ave_from_E_Burgess_St_to__McIntyre_Ave.jpg,Perry South,6,26,42003261400,1,26,1,1-22,40.46837486,-80.00837705
225,1367017810,Maple Ave from E Burgess St to Dead End,MAPLE AVE,DEAD END,1930,True,False,3.0,345.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Maple_Ave_from_E_Burgess_St_to_Dead_End.jpg,Perry South,6,26,42003261400,1,26,1,1-22,40.46730011,-80.00848694
226,195454486,Mardo Way,MARDO WAY,,,True,False,,175.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mardo_Way.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44344875,-80.03429016
275,127312141,Olympia Park 2,HALLOCK ST,,1957,True,False,6.0,399.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Olympia_Park_2.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43196032,-80.01875997
15,1042731246,907-911 Arlington Ave,ARLINGTON AVE,,1950,True,False,,15.0,,South Side Slopes,3,17,42003170600,4,17,3,4-5,40.42524432,-79.99037911
208,751953254,Kunle Way,KUNKLE WAY,DEAD END,1929,True,False,6.0,150.0,,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46026809,-80.02399497
228,1577355540,Marland St,MARLAND ST,,,True,False,,200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Marland_St.jpg,Knoxville,3,30,42003300100,4,30,3,4-7,40.41199888,-79.99241877
276,1961882853,Olympia Park 3,OLYMPIA RD,,,True,False,,350.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Olympia_Park_3.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.42997837,-80.01798357
277,2025548486,Omaha St,OMAHA ST,,1933,True,False,3.0,57.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Omaha_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4303382,-80.01390596
278,500592737,Omaha St from Amabell St,OMAHA ST,,1933,True,False,5.0,141.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Omaha_St_from_Amabell_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43036326,-80.01454263
279,1695959878,One Wild Place 2,ONE WILD PL,,,True,False,,205.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/One_Wild_Place_2.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48117465,-79.91904733
280,1983112988,One Wild Place from Butler St,ONE WILD PL,,1940,True,False,11.0,1100.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/One_Wild_Place_from_Butler_St.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48579293,-79.91997538
281,218896867,One Wild Place from Lake Drive 1,ONE WILD PL,,1994,True,False,4.5,204.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/One_Wild_Place_from_Lake_Drive_1.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48085345,-79.91916547
285,1645574218,Overbeck St 4,OVERBECK ST,,,True,False,,215.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Overbeck_St_4.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46353698,-79.99724299
5,928916572,1059 Arlington Ave,ARLINGTON AVE,,1940,True,False,10.0,20.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1059_Arlington_Ave.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.42336,-79.98955606
205,1672368729,Kirkpatrick St,KIRKPATRICK ST,,,True,False,,155.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Kirkpatrick_St.jpg,West Oakland,6,4,42003040200,3,4,4,2-1,40.43876174,-79.97306517
213,60413308,Lelia St,LELIA ST,,1932,True,False,6.5,57.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Lelia_St.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42144718,-80.00685531
6,249980168,106 Chartiers Ave,CHARTIERS AVE,,1951,True,False,5.7,42.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/106_Chartiers_Ave.jpg,,2,,42003562800,,,6,,40.42462611,-80.07669456
286,1297802529,Overbeck St 5,OVERBECK ST,,2016,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Overbeck_St_5.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46334135,-79.99648069
287,1765920,Parade St,PARADE ST,,1997,True,False,4.0,115.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Parade_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.41881106,-79.94171283
288,496006550,Parkwood Rd,PARKWOOD RD,,1930,True,False,6.0,105.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Parkwood_Rd.jpg,Arlington,3,16,42003561600,4,16,3,4-8,40.41420354,-79.98042191
291,673432851,Pensdale St 1,PENSDALE ST,,1994,True,False,6.0,32.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Pensdale_St_1.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42847244,-80.0647959
292,1344802866,Pensdale St 2,PENSDALE ST,,1936,True,False,5.0,160.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Pensdale_St_2.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42767335,-80.06413042
20,411920546,Alter St from Norland St,ALTER ST,,1981,True,False,74.5,94.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Alter_St_from_Norland_St.jpg,East Carnegie,2,28,42003562800,5,28,6,1-19,40.41428709,-80.07381542
21,1116601576,Althea St at Bernd St,ALTHEA ST,,1906,True,False,20.0,50.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Althea_St_at_Bernd_St.jpg,Beltzhoover,4,18,42003562400,4,18,3,4-21,40.41429234,-79.99811094
229,312599620,McCandless Ave from Stanton Ave,MCCANDLESS ST,,1976,True,False,9.0,300.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McCandless_Ave_from_Stanton_Ave.jpg,Stanton Heights,9,10,42003101800,2,10,5,3-5,40.477951,-79.94788608
230,797058217,McClaren St,MCCLARREN ST,,,True,False,,115.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McClaren_St.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44678161,-79.97501528
234,1968049727,McCullough St,MCCULLOUGH ST,,1942,True,False,7.5,122.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McCullough_St.jpg,California-Kirkbride,6,25,42003250700,1,25,1,1-21,40.45936252,-80.01697638
235,1638379581,McKinley Park,BAUSMAN ST,,,True,False,,300.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McKinley_Park.jpg,Beltzhoover,4,18,42003562400,4,18,3,4-7,40.41265565,-79.99940957
236,95043316,McKinley Park 2,MICHIGAN ST,,,True,False,,70.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/McKinley_Park_2.jpg,Beltzhoover,4,18,42003562400,4,18,3,4-16,40.41574785,-80.00296492
237,638366953,Melwood Ave 1,MELWOOD AVE,,1915,True,False,4.5,185.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Melwood_Ave_1.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45829027,-79.96346275
206,1684514907,Kirkpatrick St from Gazzam St,KIRKPATRICK ST,,,True,False,,55.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Kirkpatrick_St_from_Gazzam_St.jpg,West Oakland,6,4,42003040200,3,4,4,2-1,40.43964669,-79.97287875
214,834705385,Lena Way,LENA WAY,,1984,True,False,4.5,111.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Lena_Way.jpg,Mount Washington,2,19,42003191500,5,19,3,4-27,40.42009618,-80.01370596
238,1790802105,Melwood Ave 2,MELWOOD AVE,,1980,True,False,,80.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Melwood_Ave_2.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45898591,-79.95621542
293,1514065223,Phelan Way 1,PHELAN WAY,,1993,True,False,11.0,150.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Phelan_Way_1.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45629181,-79.96665523
299,58221072,PJ McArdle Upper 3,P J MC ARDLE RDWY,,,True,False,12.0,3696.0,,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43306774,-80.00816384
300,403754096,PJ McArdle Upper 4,P J MC ARDLE RDWY,,,True,False,5.0,488.0,,South Shore,3,18,42003980700,5,18,3,4-27,40.42986502,-80.00104658
301,1772217966,Planet St,PLANET ST,,1950,True,False,2.3,103.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Planet_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44183795,-80.03559412
302,1885351528,Portman St,PORTMAN AVE,,,True,False,,210.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Portman_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.48976364,-80.02213561
7,2127736760,1075-1079 Arlington Ave,ARLINGTON AVE,,1940,True,False,6.3,139.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1075-1079_Arlington_Ave.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.42299456,-79.99001828
8,54416826,118 Chartiers Ave,CHARTIERS AVE,,1951,True,False,4.5,70.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/118_Chartiers_Ave.jpg,,2,,42003562800,,,6,,40.42444154,-80.07746485
207,1136268821,Kuhn St from Dilworth St,KUHN ST,,1958,True,False,6.5,101.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Kuhn_St_from_Dilworth_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42530678,-80.01261414
215,1273709441,Leticoe St 1,LETICOE ST,,,True,False,,145.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Leticoe_St_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42365854,-79.97276704
239,1015470657,Melwood Ave 3,MELWOOD AVE,,,True,False,,245.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Melwood_Ave_3.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.46013444,-79.95791071
240,865364324,Merrimac St from Omaha St to Woodruff St,MERRIMAC ST,WOODRUFF ST,1950,True,False,7.0,89.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Merrimac_St_from_Omaha_St_to_Woodruff_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43032504,-80.01383082
241,1405232353,Milroy St 1,MILROY ST,,1946,True,False,7.5,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Milroy_St_1.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.47597736,-80.01206614
10,1054022496,2915-2935 Arlington Ave,ARLINGTON AVE,S 10TH ST,,True,False,,240.0,,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.41724298,-79.96680343
12,23973487,803-809 Arlington Ave,ARLINGTON AVE,,1940,True,False,6.0,95.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/803-809_Arlington_Ave.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-5,40.42600855,-79.99139377
242,1733060043,Milroy St 2,MILROY ST,,1984,True,False,9.5,147.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Milroy_St_2.jpg,Perry North,1,26,42003260700,1,26,1,1-23,40.47601204,-80.01220026
243,167008413,Mindora St,MINDORA ST,,1982,True,False,7.5,35.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mindora_St.jpg,Mount Washington,4,19,42003191500,5,19,3,4-27,40.42055101,-80.01121097
244,1942742598,Minnesota St,MINNESOTA ST,TAN WAY,,True,False,,350.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Minnesota_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42481672,-79.93847979
245,1863287959,Mission St 1,MISSION ST,,,True,False,,125.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mission_St_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42276295,-79.9710659
22,1094142942,Amabell St,AMABELL ST,,,True,False,,150.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Amabell_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43405822,-80.01401781
310,852385307,Riverview Ave 1,RIVERVIEW AVE,,1950,True,False,2.0,335.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Ave_1.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48187145,-80.01941457
311,1360343411,Riverview Ave 2,RIVERVIEW AVE,,1950,True,False,9.8,131.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Ave_2.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.4813933,-80.02172336
312,151922129,Riverview Ave 3,RIVERVIEW AVE,,1950,True,False,6.0,130.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Ave_3.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48167688,-80.02272105
217,519821099,Linwood Ave,LINWOOD AVE,TRIMBER ST,1930,True,False,6.0,205.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Linwood_Ave.jpg,Perry South,6,26,42003261500,1,26,1,1-12,40.46990109,-80.01411054
249,2028319931,Monroe St 2,MONROE ST,,1956,True,False,5.0,155.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Monroe_St_2.jpg,Upper Hill,6,5,42003050600,3,5,2,2-24,40.45647448,-79.96124116
250,931485310,Mooney Rd 1,MOONEY RD,,1980,True,False,,80.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mooney_Rd_1.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.3788139,-79.92294447
252,344432143,Morningside Ave,MORNINGSIDE AVE,,1980,True,False,24.0,284.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Morningside_Ave.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.4754661,-79.93170526
253,644756209,Mossfield St 1,MOSSFIELD ST,,1985,True,False,5.5,360.0,,Garfield,9,10,42003101600,2,10,5,3-4,40.47277349,-79.94036556
313,1848049262,Riverview Ave 4,RIVERVIEW AVE,,1950,True,False,6.0,103.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Ave_4.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48239908,-80.023287
23,897127206,Amanda Ave,AMANDA AVE,LOYAL WAY,,True,False,,145.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Amanda_Ave.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-6,40.4194089,-79.98800833
60,1848557964,Bellingham Ave 2,BELLINGHAM AVE,,,True,False,,65.0,,Banksville,2,20,42003202300,5,20,6,4-9,40.40462213,-80.03772545
258,1881209556,Mt Washington Park 2,NORTON ST,,,True,False,,180.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Mt_Washington_Park_2.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42475896,-80.01417202
259,404190463,Murray Ave,MURRAY AVE,,1979,True,False,12.0,150.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Murray_Ave.jpg,Squirrel Hill South,5,14,42003141400,3,14,4,2-21,40.42805902,-79.9253489
289,1811605810,Paulowna St,PAULOWNA ST,,,True,False,,485.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Paulowna_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45591041,-79.96659967
303,1650483390,Primrose St,PRIMROSE ST,,1930,True,False,,130.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Primrose_St.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42122836,-79.97283364
304,1631287396,Princess Ave,PRINCESS AVE,,1960,True,False,4.0,100.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Princess_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41226818,-80.01739535
315,447085190,Riverview Park Soccer Field 1,MAIRDALE AVE,,,True,False,,390.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Park_Soccer_Field_1.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.48904618,-80.02163978
316,2124219274,Rothpletz St 1,ROTHPLETZ ST,,,True,False,,90.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Rothpletz_St_1.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47612627,-80.02778295
209,1716618998,Lake Drive,LAKE DR,,,True,False,,1390.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Lake_Drive.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.48476066,-79.91359269
210,114001443,Lake Drive 2,LAKE DR,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Lake_Drive_2.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47570243,-79.9108968
317,1899430677,Rothpletz St 2,ROTHPLETZ ST,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Rothpletz_St_2.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47572841,-80.02709094
319,1429903931,Rubric St,RUBRIC ST,DEAD END,1993,True,False,8.0,244.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Rubric_St.jpg,Brighton Heights,1,27,42003270300,1,27,1,1-14,40.47601388,-80.03686435
321,1496542140,S 18th St from 2359 to St. Patrick St.,S 18TH ST,,1950,True,False,5.5,420.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/S_18th_St_from_2359_to_St._Patrick_St..jpg,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42123429,-79.98225161
325,1475711581,Sacramento Ave,SACRAMENTO AVE,,1994,True,False,3.5,118.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Sacramento_Ave.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45592208,-80.04867365
326,93303241,Schenley Drive,SCHENLEY DR,,,True,False,,1500.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Schenley_Drive.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43932531,-79.94477597
11,973665188,801 Arlington Ave,ARLINGTON AVE,,1940,True,False,5.0,20.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/801_Arlington_Ave.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-5,40.42613109,-79.99161721
13,1707274409,815-907 Arlington Ave E,ARLINGTON AVE,,1940,True,False,14.0,217.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/815-907_Arlington_Ave_E.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-5,40.42556122,-79.9906746
24,1895983924,Andick Way,ANDICK WAY,DAGMAR AVE,1984,True,False,3.0,115.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Andick_Way.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41396249,-80.02252764
305,274137414,Pusey St,PUSEY ST,,1992,True,False,13.0,123.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Pusey_St.jpg,Perry South,6,26,42003261500,1,26,1,1-23,40.47204759,-80.00954169
306,87889671,Reed St,REED ST,,,True,False,,125.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Reed_St.jpg,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44113762,-79.98087195
307,562771339,Regina St,REGINA ST,,1940,True,False,,300.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Regina_St.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-6,40.4229365,-79.98607339
308,616598816,Richbarn Rd,RICHBARN RD,,,True,False,,75.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Richbarn_Rd.jpg,Brighton Heights,1,27,42003270800,1,27,1,1-14,40.48706513,-80.03694035
327,1523629931,Schenley Golf Course,SCHENLEY DR,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Schenley_Golf_Course.jpg,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.43788587,-79.93451289
328,1592115734,Schnittgen St,SCHNUTTGEN ST,,,True,False,,85.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Schnittgen_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46703716,-79.99666495
329,1581248914,Sebring Ave,SEBRING AVE,,1983,True,False,12.0,86.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Sebring_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41198305,-80.01166642
330,689671591,Secane Ave,SECANE AVE,,1950,True,False,5.0,66.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Secane_Ave.jpg,Mount Washington,3,18,42003180700,5,18,3,4-5,40.42227144,-80.00267945
331,1636022443,Serpentine Dr 2,SERPENTINE DR,,,True,False,,1525.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Serpentine_Dr_2.jpg,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43512067,-79.93592558
211,3451582,Langley St,LANGLEY ST,,,True,False,,35.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Langley_St.jpg,Perry South,6,25,42003261400,1,25,1,1-10,40.46265223,-80.01269139
309,967888658,Ridgway St,RIDGWAY ST,,,True,False,,455.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Ridgway_St.jpg,Polish Hill,7,6,42003060500,3,6,2,2-24,40.45828578,-79.95844333
314,1739474126,Riverview Ave 5,RIVERVIEW AVE,,,True,False,,70.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Riverview_Ave_5.jpg,Perry North,1,26,42003980400,1,26,1,1-15,40.482341,-80.01803172
318,111575183,Royal St,ROYAL ST,,,True,False,,270.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Royal_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.46668935,-79.99909101
320,1129531614,S 18th St at Quarry Way,S 18TH ST,,1950,True,False,9.0,105.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/S_18th_St_at_Quarry_Way.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-6,40.41951594,-79.98775036
3,1758453574,1031-1039 Arlington Ave,ARLINGTON AVE,,1940,True,False,15.0,57.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1031-1039_Arlington_Ave.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.42374342,-79.98852966
