_id,id,name,street,to_street,year_constructed,public_view,inactive,height,length,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
85,976049624,Capital Ave,CAPITAL AVE,,,True,False,,400.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Capital_Ave.jpg,Brookline,4,19,42003191700,4,19,6,4-26,40.4046618,-80.01871767
86,1884298453,Carrie St at Henderson St,CARRIE ST,,,True,False,,120.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Carrie_St_at_Henderson_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46122284,-80.0016156
87,277105406,Catoma St,CATOMA ST,,1950,True,False,9.0,114.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Catoma_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46046259,-80.00456303
349,470062961,Sprain St,SPRAIN ST,,1992,True,False,5.6,178.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Sprain_St.jpg,Fineview,1,25,42003250900,1,25,1,1-10,40.46301431,-80.00124371
80,955768777,Browns Hill Rd 2,BROWNS HILL RD,,,True,False,,75.0,,Squirrel Hill South,5,15,42003141400,3,15,4,2-12,40.41269342,-79.92101464
90,2141356694,Charm Ave 2,CHARM AVE,,1978,True,False,6.0,60.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Charm_Ave_2.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4137854,-80.01383057
91,1275814436,Chartiers Ave at Sutherland St,CHARTIERS AVE,,,True,False,,200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Chartiers_Ave_at_Sutherland_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45348453,-80.06286574
1,310040364,1003-1031 Arlington East,ARLINGTON AVE,,1940,True,False,15.0,310.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1003-1031_Arlington_East.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.424295,-79.98833909
283,1962528285,Overbeck St 2,OVERBECK ST,,,True,False,,210.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Overbeck_St_2.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46411319,-79.99746383
284,886835722,Overbeck St 3,OVERBECK ST,,,True,False,,265.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Overbeck_St_3.jpg,Spring Hill-City View,1,24,42003262000,1,24,1,1-24,40.46543929,-79.99775603
351,362060698,St Paul St 1,ST PAUL ST,,1984,True,False,12.0,80.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/St_Paul_St_1.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42186189,-79.98008591
401,1892571022,Woodward Ave,WOODWARD AVE,,,True,False,,95.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Woodward_Ave.jpg,Brookline,4,19,42003191900,4,19,6,4-26,40.39858096,-80.02429601
2,947667950,1003-1059 Arlington Ave,ARLINGTON AVE,,1940,True,False,8.0,421.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/1003-1059_Arlington_Ave.jpg,Allentown,3,18,42003180300,4,18,3,4-5,40.42396191,-79.98880446
404,1255827820,2309 Sierra St,SIERRA ST,,2017,True,False,,,https://tools.wprdc.org/images/pittsburgh/retaining_walls/2309_Sierra_St.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-22,40.42174745,-79.97333164
294,1932513954,Phelan Way 2,PHELAN WAY,,,True,False,,56.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Phelan_Way_2.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45631959,-79.96599389
88,1791137458,Celadine St,CELADINE ST,,,True,False,,25.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Celadine_St.jpg,Stanton Heights,7,10,42003101800,2,10,5,3-5,40.48231963,-79.94441703
295,399024939,Phelan Way 3,PHELAN WAY,,,True,False,,60.0,,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45633961,-79.96563779
296,622527898,PJ McArdle Roadway Lower 1,P J MC ARDLE RDWY,,1940,True,False,10.0,1000.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/PJ_McArdle_Roadway_Lower_1.jpg,South Side Slopes,3,18,42003170600,4,18,3,4-2,40.42814505,-79.99527462
89,1473597829,Charm Ave,CHARM AVE,,,True,False,,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Charm_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.4140102,-80.01454615
92,1529172610,Chartiers Ave from Azalia St,CHARTIERS AVE,,1951,True,False,10.0,420.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Chartiers_Ave_from_Azalia_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44537996,-80.04193824
93,147662172,Chartiers Ave from Nittany St,CHARTIERS AVE,,1938,True,False,10.5,940.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Chartiers_Ave_from_Nittany_St.jpg,Crafton Heights,2,20,42003281400,5,20,6,1-17,40.44853582,-80.04444733
181,1835380882,Hazelton St,HAZELTON ST,,,True,False,,225.0,,Perry South,6,26,42003261500,1,26,1,1-23,40.47172354,-80.00734761
94,1848808869,Chartiers Ave from Steuben St,CHARTIERS AVE,,1975,True,False,7.5,167.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Chartiers_Ave_from_Steuben_St.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44149495,-80.03823415
95,995565657,Clarence St,CLARENCE ST,,,True,False,,175.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clarence_St.jpg,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43646096,-80.02547488
96,1423553626,Clarion St 1,CLARION ST,,,True,False,,70.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clarion_St_1.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41396124,-79.93330761
97,1890567935,Clarion St 2,CLARION ST,,,True,False,,45.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clarion_St_2.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41390058,-79.93351801
98,175024176,Clayton Ave 1,CLAYTON AVE,,1916,True,False,4.0,130.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clayton_Ave_1.jpg,Perry South,6,25,42003261400,1,25,1,1-10,40.46095794,-80.01044809
99,1399685823,Clayton Ave 2,CLAYTON AVE,,,True,False,,225.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clayton_Ave_2.jpg,Perry South,6,25,42003261400,1,25,1,1-10,40.46054148,-80.01302792
100,1676063800,Climax St,CLIMAX ST,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Climax_St.jpg,Beltzhoover,3,18,42003562400,4,18,3,4-16,40.41800339,-80.00936154
101,208202694,Clinton St,CLINTON ST,,1959,True,False,3.0,53.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Clinton_St.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42510848,-79.98357452
102,1857181426,Coast Ave at Banksville Rd,COAST AVE,,1973,True,False,13.0,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Coast_Ave_at_Banksville_Rd.jpg,Beechview,2,20,42003191600,5,20,6,4-28,40.40946218,-80.03130535
103,965942846,Coast Ave at Broadway Ave,COAST AVE,,1973,True,False,100.0,20.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Coast_Ave_at_Broadway_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.40855271,-80.0252029
290,1923324314,Penelope St,PENELOPE ST,,1977,True,False,4.5,202.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Penelope_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42307798,-80.0131011
83,1678978772,Calera St,CALERA ST,,1994,True,False,8.0,119.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Calera_St.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38001355,-79.93504554
105,2122239745,Commerical Ave 2,COMMERCIAL AVE,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Commerical_Ave_2.jpg,Squirrel Hill South,5,14,42003140800,3,14,4,2-20,40.42639719,-79.91190375
106,1461053276,Compromise St,COMPROMISE ST,FOUNTAIN ST,1942,True,False,10.0,154.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Compromise_St.jpg,East Allegheny,1,24,42003563200,1,24,1,1-10,40.4592408,-80.00089114
107,1385008569,Courtright St,COURTRIGHT ST,,,True,False,,60.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Courtright_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47560594,-80.03114834
108,1233111938,Crosby Ave,CROSBY AVE,,1940,True,False,4.5,90.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Crosby_Ave.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.4050231,-80.03028746
109,1115910738,Crotzer Ave,CROTZER AVE,ATTELL WAY,1988,True,False,5.0,101.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Crotzer_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43634758,-80.05745533
297,1195658774,PJ McArdle Upper 1,P J MC ARDLE RDWY,,,True,False,,155.0,,Mount Washington,3,18,42003190300,5,18,3,4-27,40.43080874,-80.0034851
71,534083401,Brackenridge St 5,BRACKENRIDGE ST,,,True,False,,108.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Brackenridge_St_5.jpg,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44687235,-79.96616464
104,1343966014,Commerical Ave 1,COMMERCIAL AVE,,,True,False,,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Commerical_Ave_1.jpg,Squirrel Hill South,5,14,42003140800,3,14,4,2-20,40.42632368,-79.90945489
110,1290250193,Dakota St,DAKOTA ST,,,True,False,,820.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dakota_St.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45216289,-79.95583107
111,1070056972,Danube St,DANUBE ST,,1977,True,False,8.0,143.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Danube_St.jpg,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45366221,-79.96403999
112,1417728521,Dawson St at S Bouquet St,DAWSON ST,,,True,False,,80.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dawson_St_at_S_Bouquet_St.jpg,Central Oakland,3,4,42003040600,3,4,4,2-11,40.43922769,-79.95145157
113,1589291109,Dellrose St,DELLROSE ST,COPPERFIELD AVE,,True,False,,415.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dellrose_St.jpg,Carrick,4,29,42003290100,4,29,3,4-23,40.39660884,-79.98826979
298,1411520916,PJ McArdle Upper 2,P J MC ARDLE RDWY,,,True,False,,240.0,,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43355112,-80.00973088
114,805511466,Dengler St,DENGLER ST,,1958,True,False,6.0,190.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dengler_St.jpg,Arlington,3,16,42003561600,4,16,3,4-8,40.41655148,-79.9677051
115,122413456,Dewey Ave,DEWEY AVE,,1985,True,False,6.0,37.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dewey_Ave.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49113458,-80.01151796
116,2124685838,Diana St,DIANA ST,,,True,False,,55.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Diana_St.jpg,Spring Garden,1,24,42003262000,1,24,1,1-24,40.46153506,-79.9910767
117,1359928146,Diana St from Itin St,DIANA ST,,1971,True,False,6.0,40.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Diana_St_from_Itin_St.jpg,Spring Garden,1,24,42003262000,1,24,1,1-24,40.46181107,-79.9919287
118,868824330,Diaz Way,DIAZ WAY,,1935,True,False,7.0,140.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Diaz_Way.jpg,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.43934478,-79.97957796
119,1312775756,Dilworth St at Gray St,DILWORTH ST,,1957,True,False,5.0,89.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dilworth_St_at_Gray_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42661138,-80.01070432
120,1238994283,Dilworth St from Kuhn St,DILWORTH ST,NATCHEZ ST,1957,True,False,20.0,113.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dilworth_St_from_Kuhn_St.jpg,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42541038,-80.01284609
121,649008798,Doerville Ave 1,DOERVILLE AVE,,,True,False,,285.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Doerville_Ave_1.jpg,New Homestead,5,31,42003310300,3,31,4,4-20,40.3847702,-79.93170829
122,657541648,Doerville Ave 2,DOERVILLE AVE,,,True,False,,85.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Doerville_Ave_2.jpg,New Homestead,5,31,42003310300,3,31,4,4-20,40.38602212,-79.93111376
123,1815171597,Downing St,DOWNING ST,,1982,True,False,3.0,33.5,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Downing_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45764931,-79.96680817
124,2083626743,Duncan St,DUNCAN ST,,,True,False,,315.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Duncan_St.jpg,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48307655,-79.94450206
125,403728663,Dyke St,DYKE ST,DEAD END,1940,True,False,10.0,500.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Dyke_St.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40440798,-79.94344996
126,1799706652,E Amanda Ave,E AMANDA AVE,,,True,False,,90.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/E_Amanda_Ave.jpg,Allentown,3,18,42003180300,4,18,3,4-6,40.41882095,-79.98811636
127,2012517790,E McIntyre Ave,E MC INTYRE AVE,,1930,True,False,8.0,154.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/E_McIntyre_Ave.jpg,Perry South,6,26,42003261400,1,26,1,1-22,40.46890152,-80.00842141
128,258684149,E Sycamore St,E SYCAMORE ST,,1983,True,False,30.0,440.0,,South Shore,3,18,42003980700,5,18,3,4-27,40.43017518,-80.00104485
129,991233910,E Woodford Ave,E WOODFORD AVE,,,True,False,,175.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/E_Woodford_Ave.jpg,Carrick,4,29,42003290200,4,29,3,4-12,40.39325944,-79.98493774
130,456659343,Edmond St at Juniper St,EDMOND ST,,1989,True,False,6.0,50.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Edmond_St_at_Juniper_St.jpg,Bloomfield,7,8,42003080200,2,8,5,3-1,40.45772686,-79.95077566
131,17557998,Eldora Place,ELDORA PL,,,True,False,,180.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Eldora_Place.jpg,Beltzhoover,4,18,42003562400,4,18,3,4-21,40.41386943,-80.00130584
132,407546848,Elliot St 1,ELLIOTT ST,,1931,True,False,7.0,348.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Elliot_St_1.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44369615,-80.03138826
133,973420189,Elliott St 2,ELLIOTT ST,,,True,False,,200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Elliott_St_2.jpg,West End,2,20,42003562600,5,20,6,1-17,40.44244133,-80.0348282
134,1619209538,Emporia St,EMPORIA ST,,1995,True,False,3.0,75.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Emporia_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45298171,-80.0613397
135,669992247,Fairview Ave,FAIRVIEW AVE,MARENA ST,1985,True,False,4.0,233.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fairview_Ave.jpg,Elliott,2,20,42003562600,5,20,6,1-17,40.44468251,-80.03553149
136,593386376,Farmhouse Drive,FARMHOUSE DR,,,True,False,,285.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Farmhouse_Drive.jpg,Highland Park,7,11,42003980100,2,11,5,3-9,40.47756344,-79.91352995
137,1815878239,Finland St,FINLAND ST,,1987,True,False,9.0,67.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Finland_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45823338,-79.96069937
138,1970729897,Fisher St from Mountain Ave,FISHER ST,,,True,False,,465.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fisher_St_from_Mountain_Ave.jpg,St. Clair,3,16,42003561700,4,16,3,4-8,40.41147519,-79.97629119
139,1280526401,Flack St,FLACK ST,,1995,True,False,5.0,247.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Flack_St.jpg,Arlington,3,16,42003561600,4,16,3,4-8,40.41514345,-79.97062488
140,458713105,Flemington St 1,FLEMINGTON ST,,1985,True,False,7.0,220.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Flemington_St_1.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42700054,-79.93343679
141,1420377635,Flemington St 2,FLEMINGTON ST,,1970,True,False,3.7,102.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Flemington_St_2.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42682876,-79.93380513
142,1550428378,Forbes Ave,FORBES AVE,NORTHUMBERLAND ST,,True,False,,1200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Forbes_Ave.jpg,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.43844635,-79.93432715
143,2064432820,Fountain St,FOUNTAIN ST,,1986,True,False,9.6,70.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fountain_St.jpg,East Allegheny,1,25,42003563200,1,25,1,1-10,40.45868698,-80.00201482
144,1604347336,Fountain St at Sandusky St,FOUNTAIN ST,,,True,False,,60.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fountain_St_at_Sandusky_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.45902628,-80.00547198
145,1516271835,Fountain St from Loraine St,FOUNTAIN ST,,,True,False,,45.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fountain_St_from_Loraine_St.jpg,Central Northside,6,25,42003220600,1,25,1,1-10,40.45899679,-80.00648804
146,455719781,Fountain St from Sandusky St,FOUNTAIN ST,,1908,True,False,2.4,951.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Fountain_St_from_Sandusky_St.jpg,Central Northside,6,25,42003220600,1,25,1,1-10,40.45862955,-80.00369132
148,255892198,Frew St,FREW AVE,,,True,False,,625.0,,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.44069389,-79.94350268
149,415688131,Frick Park Falls Ravine Trail,,,,True,False,,125.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Frick_Park_Falls_Ravine_Trail.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43450061,-79.90525188
147,1786824943,Frank Curto Park 1,BIGELOW BLVD,,,True,False,,755.0,,Strip District,7,2,42003020300,6,2,2,2-5,40.45271661,-79.97452724
150,282943086,Frick Park Falls Ravine Trail 2,,,,True,False,,,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Frick_Park_Falls_Ravine_Trail_2.jpg,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43437774,-79.90772759
151,241471404,Frick Park Homewood Trail 1,,,,True,False,,170.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Frick_Park_Homewood_Trail_1.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44227213,-79.90146761
152,343674903,Frick Park Homewood Trail 2,,,,True,False,,300.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Frick_Park_Homewood_Trail_2.jpg,Point Breeze,9,14,42003981100,3,14,4,3-14,40.44355137,-79.90171404
153,136278009,Garvin St,GARVIN ST,,1996,True,False,6.5,194.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Garvin_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49241695,-80.01861798
154,1026431188,Gershon St,GERSHON ST,,1939,True,False,10.0,266.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Gershon_St.jpg,Spring Hill-City View,1,26,42003262000,1,26,1,1-11,40.4681315,-80.00010133
156,1217838531,Geyer Ave,GEYER AVE,,1974,True,False,10.0,194.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Geyer_Ave.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4737444,-80.03355316
157,1562089855,Glass Run Rd Extension 1,HAYSGLEN ST,,,True,False,,90.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Glass_Run_Rd_Extension_1.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38979848,-79.93624953
158,1041227612,Glass Run Rd Extension 2,HAYSGLEN ST,,,True,False,,235.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Glass_Run_Rd_Extension_2.jpg,Hays,5,31,42003562900,3,31,4,4-20,40.38992053,-79.93561516
160,78275091,Glenwood Ave,GLENWOOD AVE,,,True,False,,285.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Glenwood_Ave.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40242768,-79.93780823
161,1537975819,Goehring St,GOEHRING ST,,1930,True,False,12.0,190.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Goehring_St.jpg,East Allegheny,1,24,42003563200,1,24,1,1-24,40.46006427,-79.99492408
359,976875985,Stella St,STELLA ST,,,True,False,,210.0,,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42287603,-79.96932959
159,1622387140,Glenridge Way,GLENRIDGE WAY,,1945,True,False,2.0,29.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Glenridge_Way.jpg,Perry North,1,26,42003260700,1,26,1,1-23,40.47561739,-80.0142927
162,396986170,Goettman St,GOETTMANN ST,,1939,True,False,15.5,623.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Goettman_St.jpg,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45906744,-79.98672623
163,1717995398,Goldstrom Ave,GOLDSTROM AVE,,1987,True,False,6.5,43.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Goldstrom_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41293881,-80.0292041
164,633746825,Gomer St 1,GOMER ST,,1996,True,False,9.5,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Gomer_St_1.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42338577,-79.97401453
165,1075962363,Gomer St 2,GOMER ST,,,True,False,,150.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Gomer_St_2.jpg,South Side Slopes,3,16,42003160800,4,16,3,4-24,40.42351763,-79.97400456
366,97518697,Sylvan Ave,SYLVAN AVE,,,True,False,,295.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Sylvan_Ave.jpg,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4161046,-79.94409968
167,1487713968,Grandview Ave 2,GRANDVIEW AVE,,,True,False,,120.0,,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43440445,-80.0111972
168,1883655800,Granview Ave 1,GRANDVIEW AVE,WYOMING ST,,True,False,,2195.0,,Mount Washington,2,19,42003190300,5,19,3,4-27,40.43309414,-80.00927714
169,1491195801,Graphic St,GRAPHIC ST,,,True,False,,155.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Graphic_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42459825,-79.9354737
170,1012696304,Grasmere St,GRASMERE ST,,,True,False,,75.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Grasmere_St.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42879731,-80.06601153
171,1388632328,Greentree Rd 1,GREENTREE RD,,,True,False,,115.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Greentree_Rd_1.jpg,Westwood,2,20,42003563100,5,20,6,1-18,40.43098007,-80.03926809
172,1174119572,Greentree Rd 2,GREENTREE RD,,,True,False,,125.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Greentree_Rd_2.jpg,Ridgemont,2,20,42003563100,5,20,6,1-18,40.43130571,-80.03899987
173,580372714,Grenada St,GRENADA ST,DEAD END,1940,True,False,5.6,283.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Grenada_St.jpg,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48010911,-80.0429482
174,1126435091,Haberman Ave,HABERMAN AVE,RUXTON ST,1946,True,False,2.5,488.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Haberman_Ave.jpg,Mount Washington,3,18,42003180700,5,18,3,4-5,40.42446681,-80.00281559
175,1999987469,Hackstown St 1,HACKSTOWN ST,,1996,True,False,8.0,200.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Hackstown_St_1.jpg,South Side Slopes,3,17,42003170600,4,17,3,4-3,40.42423513,-79.98535349
176,64599387,Hall St,HALL ST,DEAD END,1968,True,False,6.0,241.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Hall_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47732852,-80.02755246
177,2031905851,Hallock St from Alta St,HALLOCK ST,,,True,False,,30.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Hallock_St_from_Alta_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43067785,-80.01919858
179,463138734,Harlan Ave,HARLAN AVE,,1937,True,False,14.0,337.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Harlan_Ave.jpg,Perry South,6,26,42003261400,1,26,1,1-12,40.46610067,-80.01859771
180,5362621,Harmar St,HARMAR ST,,,True,False,,124.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Harmar_St.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45811851,-79.96892645
178,663522494,Hallock St from Virginia Ave,HALLOCK ST,,1931,True,False,3.5,109.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Hallock_St_from_Virginia_Ave.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43267117,-80.01858758
183,1203831780,Henderson St from Fountain St,HENDERSON ST,,,True,False,,925.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Henderson_St_from_Fountain_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.45909438,-80.00500348
184,1671920600,Henderson St from Sandusky Ct,HENDERSON ST,FOUNTAIN ST,1920,True,False,8.0,436.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Henderson_St_from_Sandusky_Ct.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.45918436,-80.00643498
185,1960210190,Herron Ave,HERRON AVE,,,True,False,,110.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Herron_Ave.jpg,Polish Hill,7,6,42003060500,6,6,2,2-6,40.45884708,-79.96511482
186,2099526179,Hewitt St,HEWITT ST,,,True,False,,100.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/Hewitt_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.48970947,-80.02196617
187,736863293,High St,HIGH ST,,1927,True,False,10.0,42.0,https://tools.wprdc.org/images/pittsburgh/retaining_walls/High_St.jpg,Spring Garden,1,24,42003241200,1,24,1,1-5,40.46024551,-79.99297143
